,Wolves,Sheep,ModelParams,Run
657,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
658,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
659,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
660,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
661,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
662,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
663,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
664,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
665,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
666,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
667,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
668,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
669,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
670,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
671,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
672,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
673,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
674,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
675,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
676,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
677,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
678,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
679,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
680,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
681,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
682,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
683,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
684,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
685,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
686,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
687,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
688,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
689,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
690,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
691,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
692,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
693,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
694,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
695,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
696,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
697,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
698,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
699,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
700,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
701,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
702,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
703,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
704,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
705,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
706,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
707,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
708,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
709,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
710,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
711,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
712,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
713,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
714,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
715,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
716,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
717,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
718,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
719,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
720,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
721,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
722,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
723,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
724,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
725,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
726,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
727,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
728,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
729,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
730,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
731,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
732,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
733,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
734,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
735,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
736,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
737,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
738,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
739,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
740,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
741,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
742,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
743,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
744,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
745,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
746,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
747,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
748,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
749,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
750,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
751,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
752,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
753,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
754,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
755,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
756,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
757,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
758,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
759,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
760,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
761,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
762,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
763,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
764,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
765,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
766,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
767,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
768,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
769,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
770,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
771,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
772,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
773,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
774,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
775,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
776,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
777,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
778,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
779,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
780,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
781,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
782,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
783,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
784,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
785,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
786,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
787,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
788,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
789,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
790,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
791,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
792,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
793,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
794,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
795,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
796,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
797,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
798,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
799,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
800,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
801,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
802,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
803,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
804,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
805,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
806,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
807,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
808,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
809,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
810,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
811,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
812,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
813,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
814,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
815,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
816,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
817,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
818,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
819,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
820,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
821,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
822,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
823,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
824,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
825,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
826,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
827,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
828,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
829,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
830,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
831,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
832,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
833,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
834,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
835,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
836,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
837,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
838,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
839,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
840,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
841,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
842,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
843,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
844,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
845,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
846,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
847,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
848,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
849,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
850,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
851,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
852,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
853,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
854,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
855,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
856,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
857,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
858,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
859,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
860,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
861,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
862,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
863,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
864,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
865,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
866,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
867,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
868,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
869,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
870,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
871,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
872,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
873,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
874,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
875,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
876,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
877,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
878,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
879,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
880,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
881,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
882,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
883,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
884,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
885,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
886,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
887,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
888,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
889,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
890,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
891,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
892,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
893,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
894,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
895,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
896,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
897,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
898,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
899,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
900,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
901,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
902,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
903,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
904,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
905,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
906,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
907,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
908,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
909,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
910,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
911,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
912,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
913,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
914,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
915,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
916,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
917,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
918,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
919,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
920,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
921,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
922,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
923,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
924,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
925,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
926,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
927,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
928,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
929,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
930,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
931,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
932,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
933,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
934,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
935,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
936,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
937,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
938,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
939,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
940,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
941,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
942,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
943,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
944,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
945,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
946,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
947,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
948,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
949,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
950,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
951,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
952,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
953,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
954,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
955,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
956,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
957,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
958,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
959,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
960,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
961,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
962,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
963,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
964,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
965,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
966,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
967,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
968,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
969,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
970,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
971,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
972,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
973,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
974,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
975,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
976,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
977,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
978,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
979,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
980,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
981,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
982,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
983,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
984,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
985,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
986,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
987,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
988,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
