,Wolves,Sheep,ModelParams,Run
329,0,1821,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
330,0,1811,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
331,0,1798,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
332,0,1776,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
333,0,1764,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
334,0,1747,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
335,0,1754,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
336,0,1745,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
337,0,1753,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
338,0,1762,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
339,0,1757,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
340,0,1742,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
341,0,1755,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
342,0,1761,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
343,0,1732,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
344,0,1705,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
345,0,1695,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
346,0,1692,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
347,0,1712,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
348,0,1703,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
349,0,1678,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
350,0,1676,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
351,0,1646,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
352,0,1639,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
353,0,1659,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
354,0,1648,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
355,0,1640,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
356,0,1657,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
357,0,1640,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
358,0,1646,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
359,0,1650,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
360,0,1647,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
361,0,1656,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
362,0,1665,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
363,0,1660,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
364,0,1643,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
365,0,1637,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
366,0,1652,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
367,0,1644,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
368,0,1615,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
369,0,1613,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
370,0,1609,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
371,0,1633,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
372,0,1643,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
373,0,1648,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
374,0,1652,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
375,0,1630,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
376,0,1638,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
377,0,1640,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
378,0,1646,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
379,0,1651,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
380,0,1648,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
381,0,1648,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
382,0,1635,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
383,0,1623,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
384,0,1645,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
385,0,1655,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
386,0,1670,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
387,0,1653,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
388,0,1660,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
389,0,1652,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
390,0,1636,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
391,0,1626,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
392,0,1623,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
393,0,1614,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
394,0,1629,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
395,0,1643,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
396,0,1632,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
397,0,1617,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
398,0,1613,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
399,0,1615,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
400,0,1609,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
401,0,1609,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
402,0,1598,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
403,0,1589,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
404,0,1586,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
405,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
406,0,1599,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
407,0,1587,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
408,0,1600,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
409,0,1601,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
410,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
411,0,1623,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
412,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
413,0,1597,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
414,0,1617,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
415,0,1625,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
416,0,1635,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
417,0,1625,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
418,0,1636,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
419,0,1612,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
420,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
421,0,1611,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
422,0,1607,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
423,0,1607,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
424,0,1629,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
425,0,1628,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
426,0,1623,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
427,0,1628,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
428,0,1622,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
429,0,1627,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
430,0,1609,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
431,0,1616,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
432,0,1626,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
433,0,1611,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
434,0,1611,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
435,0,1596,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
436,0,1591,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
437,0,1577,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
438,0,1577,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
439,0,1549,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
440,0,1538,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
441,0,1545,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
442,0,1566,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
443,0,1586,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
444,0,1593,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
445,0,1611,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
446,0,1609,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
447,0,1613,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
448,0,1598,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
449,0,1589,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
450,0,1607,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
451,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
452,0,1592,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
453,0,1619,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
454,0,1625,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
455,0,1651,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
456,0,1641,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
457,0,1627,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
458,0,1642,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
459,0,1653,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
460,0,1658,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
461,0,1642,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
462,0,1632,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
463,0,1641,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
464,0,1633,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
465,0,1638,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
466,0,1638,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
467,0,1624,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
468,0,1620,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
469,0,1616,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
470,0,1611,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
471,0,1613,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
472,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
473,0,1586,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
474,0,1572,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
475,0,1541,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
476,0,1544,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
477,0,1558,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
478,0,1555,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
479,0,1556,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
480,0,1561,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
481,0,1562,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
482,0,1567,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
483,0,1565,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
484,0,1552,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
485,0,1550,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
486,0,1558,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
487,0,1569,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
488,0,1569,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
489,0,1579,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
490,0,1573,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
491,0,1577,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
492,0,1594,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
493,0,1576,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
494,0,1604,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
495,0,1602,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
496,0,1623,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
497,0,1632,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
498,0,1621,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
499,0,1621,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
500,0,1613,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.04}",5
501,50,100,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
502,51,87,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
503,50,79,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
504,49,72,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
505,50,61,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
506,50,53,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
507,56,50,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
508,58,43,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
509,59,34,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
510,64,29,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
511,67,20,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
512,67,19,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
513,70,16,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
514,70,14,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
515,74,10,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
516,76,7,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
517,76,6,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
518,70,6,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
519,68,6,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
520,72,6,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
521,74,6,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
522,69,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
523,68,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
524,70,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
525,69,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
526,69,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
527,66,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
528,65,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
529,67,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
530,61,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
531,55,4,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
532,60,3,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
533,62,3,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
534,63,2,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
535,61,2,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
536,59,2,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
537,58,2,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
538,55,2,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
539,52,1,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
540,48,1,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
541,44,1,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
542,43,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
543,41,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
544,34,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
545,33,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
546,32,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
547,30,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
548,25,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
549,24,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
550,20,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
551,22,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
552,18,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
553,15,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
554,16,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
555,17,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
556,13,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
557,12,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
558,9,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
559,6,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
560,5,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
561,4,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
562,4,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
563,4,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
564,4,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
565,4,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
566,5,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
567,5,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
568,3,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
569,1,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
570,1,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
571,1,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
572,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
573,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
574,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
575,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
576,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
577,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
578,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
579,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
580,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
581,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
582,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
583,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
584,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
585,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
586,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
587,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
588,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
589,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
590,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
591,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
592,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
593,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
594,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
595,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
596,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
597,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
598,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
599,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
600,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
601,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
602,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
603,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
604,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
605,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
606,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
607,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
608,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
609,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
610,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
611,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
612,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
613,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
614,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
615,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
616,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
617,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
618,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
619,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
620,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
621,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
622,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
623,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
624,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
625,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
626,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
627,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
628,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
629,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
630,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
631,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
632,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
633,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
634,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
635,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
636,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
637,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
638,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
639,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
640,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
641,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
642,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
643,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
644,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
645,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
646,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
647,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
648,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
649,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
650,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
651,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
652,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
653,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
654,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
655,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
656,0,0,"{'sheep_reproduce': 0.04, 'wolf_reproduce': 0.05}",6
