,Rich,Poor,MiddleClass,Savings,Wallets,Money,Loans,ModelParams,Run
2666,42,0,100,589.0,-81.0,508.0,0.0,"(150, 5, 100)",27
2667,41,0,101,594.0,-86.0,508.0,0.0,"(150, 5, 100)",27
2668,39,0,102,597.0,-89.0,508.0,0.0,"(150, 5, 100)",27
2669,41,0,101,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2670,44,0,101,597.0,-89.0,508.0,0.0,"(150, 5, 100)",27
2671,42,0,102,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2672,42,0,104,595.0,-87.0,508.0,0.0,"(150, 5, 100)",27
2673,40,0,106,565.0,-57.0,508.0,0.0,"(150, 5, 100)",27
2674,42,0,105,583.0,-75.0,508.0,0.0,"(150, 5, 100)",27
2675,41,0,103,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2676,42,0,103,588.0,-80.0,508.0,0.0,"(150, 5, 100)",27
2677,38,0,104,582.0,-74.0,508.0,0.0,"(150, 5, 100)",27
2678,41,0,105,590.0,-82.0,508.0,0.0,"(150, 5, 100)",27
2679,42,0,103,590.0,-82.0,508.0,0.0,"(150, 5, 100)",27
2680,41,0,104,590.0,-82.0,508.0,0.0,"(150, 5, 100)",27
2681,40,0,105,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2682,40,0,105,592.0,-84.0,508.0,0.0,"(150, 5, 100)",27
2683,43,0,104,585.0,-77.0,508.0,0.0,"(150, 5, 100)",27
2684,40,0,106,580.0,-72.0,508.0,0.0,"(150, 5, 100)",27
2685,40,0,107,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2686,43,0,105,602.0,-94.0,508.0,0.0,"(150, 5, 100)",27
2687,44,0,104,613.0,-105.0,508.0,0.0,"(150, 5, 100)",27
2688,41,0,106,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2689,42,0,105,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2690,39,0,104,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2691,36,0,107,568.0,-60.0,508.0,0.0,"(150, 5, 100)",27
2692,40,0,105,576.0,-68.0,508.0,0.0,"(150, 5, 100)",27
2693,41,0,103,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2694,41,0,102,594.0,-86.0,508.0,0.0,"(150, 5, 100)",27
2695,42,0,102,588.0,-80.0,508.0,0.0,"(150, 5, 100)",27
2696,43,0,101,582.0,-74.0,508.0,0.0,"(150, 5, 100)",27
2697,41,0,104,578.0,-70.0,508.0,0.0,"(150, 5, 100)",27
2698,41,0,106,561.0,-53.0,508.0,0.0,"(150, 5, 100)",27
2699,41,0,105,572.0,-64.0,508.0,0.0,"(150, 5, 100)",27
2700,42,0,104,571.0,-63.0,508.0,0.0,"(150, 5, 100)",27
2701,36,0,111,555.0,-47.0,508.0,0.0,"(150, 5, 100)",27
2702,40,0,107,590.0,-82.0,508.0,0.0,"(150, 5, 100)",27
2703,38,0,106,589.0,-81.0,508.0,0.0,"(150, 5, 100)",27
2704,39,0,106,570.0,-62.0,508.0,0.0,"(150, 5, 100)",27
2705,39,0,106,581.0,-73.0,508.0,0.0,"(150, 5, 100)",27
2706,38,0,108,567.0,-59.0,508.0,0.0,"(150, 5, 100)",27
2707,41,0,105,601.0,-93.0,508.0,0.0,"(150, 5, 100)",27
2708,40,0,106,587.0,-79.0,508.0,0.0,"(150, 5, 100)",27
2709,41,0,104,589.0,-81.0,508.0,0.0,"(150, 5, 100)",27
2710,41,0,107,576.0,-68.0,508.0,0.0,"(150, 5, 100)",27
2711,42,0,104,595.0,-87.0,508.0,0.0,"(150, 5, 100)",27
2712,43,0,103,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2713,44,0,102,583.0,-75.0,508.0,0.0,"(150, 5, 100)",27
2714,38,0,106,582.0,-74.0,508.0,0.0,"(150, 5, 100)",27
2715,37,0,105,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2716,38,0,106,561.0,-53.0,508.0,0.0,"(150, 5, 100)",27
2717,39,0,106,587.0,-79.0,508.0,0.0,"(150, 5, 100)",27
2718,38,0,105,571.0,-63.0,508.0,0.0,"(150, 5, 100)",27
2719,45,0,101,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2720,43,0,101,597.0,-89.0,508.0,0.0,"(150, 5, 100)",27
2721,41,0,104,584.0,-76.0,508.0,0.0,"(150, 5, 100)",27
2722,41,0,104,586.0,-78.0,508.0,0.0,"(150, 5, 100)",27
2723,42,0,102,591.0,-83.0,508.0,0.0,"(150, 5, 100)",27
2724,40,0,105,576.0,-68.0,508.0,0.0,"(150, 5, 100)",27
2725,42,0,102,596.0,-88.0,508.0,0.0,"(150, 5, 100)",27
2726,43,0,100,595.0,-87.0,508.0,0.0,"(150, 5, 100)",27
2727,0,0,150,0.0,846.0,846.0,0.0,"(150, 10, 0)",28
2728,10,0,132,806.0,46.0,852.0,6.0,"(150, 10, 0)",28
2729,11,0,132,811.0,51.0,862.0,16.0,"(150, 10, 0)",28
2730,17,0,128,841.0,32.0,873.0,27.0,"(150, 10, 0)",28
2731,16,0,127,827.0,54.0,881.0,35.0,"(150, 10, 0)",28
2732,19,0,125,852.0,34.0,886.0,40.0,"(150, 10, 0)",28
2733,25,0,120,868.0,39.0,907.0,61.0,"(150, 10, 0)",28
2734,26,0,118,883.0,40.0,923.0,77.0,"(150, 10, 0)",28
2735,28,0,117,889.0,51.0,940.0,94.0,"(150, 10, 0)",28
2736,31,0,109,926.0,32.0,958.0,112.0,"(150, 10, 0)",28
2737,30,0,110,926.0,47.0,973.0,127.0,"(150, 10, 0)",28
2738,31,1,109,946.0,39.0,985.0,139.0,"(150, 10, 0)",28
2739,33,1,107,943.0,43.0,986.0,140.0,"(150, 10, 0)",28
2740,38,1,102,976.0,19.0,995.0,149.0,"(150, 10, 0)",28
2741,39,1,101,975.0,39.0,1014.0,168.0,"(150, 10, 0)",28
2742,43,4,99,1007.0,33.0,1040.0,194.0,"(150, 10, 0)",28
2743,42,4,100,1016.0,32.0,1048.0,202.0,"(150, 10, 0)",28
2744,43,5,98,1025.0,50.0,1075.0,229.0,"(150, 10, 0)",28
2745,42,7,94,1043.0,42.0,1085.0,239.0,"(150, 10, 0)",28
2746,39,7,96,1055.0,33.0,1088.0,242.0,"(150, 10, 0)",28
2747,38,8,96,1041.0,30.0,1071.0,225.0,"(150, 10, 0)",28
2748,40,8,95,1049.0,29.0,1078.0,232.0,"(150, 10, 0)",28
2749,44,8,93,1039.0,40.0,1079.0,233.0,"(150, 10, 0)",28
2750,46,9,91,1063.0,34.0,1097.0,251.0,"(150, 10, 0)",28
2751,44,9,91,1065.0,44.0,1109.0,263.0,"(150, 10, 0)",28
2752,45,8,90,1081.0,37.0,1118.0,272.0,"(150, 10, 0)",28
2753,45,8,91,1075.0,45.0,1120.0,274.0,"(150, 10, 0)",28
2754,47,7,88,1103.0,28.0,1131.0,285.0,"(150, 10, 0)",28
2755,46,9,86,1095.0,38.0,1133.0,287.0,"(150, 10, 0)",28
2756,45,7,92,1089.0,56.0,1145.0,299.0,"(150, 10, 0)",28
2757,47,9,86,1122.0,31.0,1153.0,307.0,"(150, 10, 0)",28
2758,48,8,90,1136.0,29.0,1165.0,319.0,"(150, 10, 0)",28
2759,51,7,88,1142.0,37.0,1179.0,333.0,"(150, 10, 0)",28
2760,48,9,86,1152.0,32.0,1184.0,338.0,"(150, 10, 0)",28
2761,45,11,86,1168.0,26.0,1194.0,348.0,"(150, 10, 0)",28
2762,46,10,88,1160.0,38.0,1198.0,352.0,"(150, 10, 0)",28
2763,48,11,86,1160.0,39.0,1199.0,353.0,"(150, 10, 0)",28
2764,49,14,81,1170.0,55.0,1225.0,379.0,"(150, 10, 0)",28
2765,51,13,83,1182.0,53.0,1235.0,389.0,"(150, 10, 0)",28
2766,50,12,85,1184.0,43.0,1227.0,381.0,"(150, 10, 0)",28
2767,52,15,81,1203.0,34.0,1237.0,391.0,"(150, 10, 0)",28
2768,55,16,76,1195.0,58.0,1253.0,407.0,"(150, 10, 0)",28
2769,55,15,78,1200.0,47.0,1247.0,401.0,"(150, 10, 0)",28
2770,54,14,78,1221.0,25.0,1246.0,400.0,"(150, 10, 0)",28
2771,52,14,79,1233.0,34.0,1267.0,421.0,"(150, 10, 0)",28
2772,51,16,80,1253.0,31.0,1284.0,438.0,"(150, 10, 0)",28
2773,51,17,79,1253.0,54.0,1307.0,461.0,"(150, 10, 0)",28
2774,51,16,82,1274.0,23.0,1297.0,451.0,"(150, 10, 0)",28
2775,51,17,80,1290.0,49.0,1339.0,493.0,"(150, 10, 0)",28
2776,52,18,77,1309.0,26.0,1335.0,489.0,"(150, 10, 0)",28
2777,51,17,80,1283.0,41.0,1324.0,478.0,"(150, 10, 0)",28
2778,52,17,77,1302.0,27.0,1329.0,483.0,"(150, 10, 0)",28
2779,52,17,76,1305.0,36.0,1341.0,495.0,"(150, 10, 0)",28
2780,51,18,74,1321.0,37.0,1358.0,512.0,"(150, 10, 0)",28
2781,56,18,70,1328.0,38.0,1366.0,520.0,"(150, 10, 0)",28
2782,52,19,74,1306.0,42.0,1348.0,502.0,"(150, 10, 0)",28
2783,53,19,74,1312.0,36.0,1348.0,502.0,"(150, 10, 0)",28
2784,55,18,73,1299.0,46.0,1345.0,499.0,"(150, 10, 0)",28
2785,55,20,71,1324.0,26.0,1350.0,504.0,"(150, 10, 0)",28
2786,56,21,68,1317.0,49.0,1366.0,520.0,"(150, 10, 0)",28
2787,56,22,66,1336.0,44.0,1380.0,534.0,"(150, 10, 0)",28
2788,56,22,65,1351.0,29.0,1380.0,534.0,"(150, 10, 0)",28
2789,55,23,65,1369.0,48.0,1417.0,571.0,"(150, 10, 0)",28
2790,57,24,63,1396.0,43.0,1439.0,593.0,"(150, 10, 0)",28
2791,56,25,64,1389.0,55.0,1444.0,598.0,"(150, 10, 0)",28
2792,59,24,64,1413.0,26.0,1439.0,593.0,"(150, 10, 0)",28
2793,58,27,61,1416.0,41.0,1457.0,611.0,"(150, 10, 0)",28
2794,58,25,64,1417.0,36.0,1453.0,607.0,"(150, 10, 0)",28
2795,59,26,63,1435.0,22.0,1457.0,611.0,"(150, 10, 0)",28
2796,59,26,63,1431.0,50.0,1481.0,635.0,"(150, 10, 0)",28
2797,58,27,60,1421.0,61.0,1482.0,636.0,"(150, 10, 0)",28
2798,59,25,60,1436.0,50.0,1486.0,640.0,"(150, 10, 0)",28
2799,56,27,60,1447.0,51.0,1498.0,652.0,"(150, 10, 0)",28
2800,57,28,60,1443.0,45.0,1488.0,642.0,"(150, 10, 0)",28
2801,61,27,60,1442.0,49.0,1491.0,645.0,"(150, 10, 0)",28
2802,62,29,57,1414.0,73.0,1487.0,641.0,"(150, 10, 0)",28
2803,62,29,58,1459.0,42.0,1501.0,655.0,"(150, 10, 0)",28
2804,57,29,60,1434.0,63.0,1497.0,651.0,"(150, 10, 0)",28
2805,54,31,59,1450.0,68.0,1518.0,672.0,"(150, 10, 0)",28
2806,54,29,59,1460.0,27.0,1487.0,641.0,"(150, 10, 0)",28
2807,56,30,57,1459.0,44.0,1503.0,657.0,"(150, 10, 0)",28
2808,53,27,59,1446.0,56.0,1502.0,656.0,"(150, 10, 0)",28
2809,55,28,57,1469.0,34.0,1503.0,657.0,"(150, 10, 0)",28
2810,55,28,56,1487.0,29.0,1516.0,670.0,"(150, 10, 0)",28
2811,56,29,57,1504.0,17.0,1521.0,675.0,"(150, 10, 0)",28
2812,58,31,52,1484.0,43.0,1527.0,681.0,"(150, 10, 0)",28
2813,59,31,53,1489.0,43.0,1532.0,686.0,"(150, 10, 0)",28
2814,58,30,54,1487.0,52.0,1539.0,693.0,"(150, 10, 0)",28
2815,61,33,53,1500.0,39.0,1539.0,693.0,"(150, 10, 0)",28
2816,60,32,52,1508.0,40.0,1548.0,702.0,"(150, 10, 0)",28
2817,59,32,54,1496.0,35.0,1531.0,685.0,"(150, 10, 0)",28
2818,57,30,55,1513.0,31.0,1544.0,698.0,"(150, 10, 0)",28
2819,56,30,55,1510.0,43.0,1553.0,707.0,"(150, 10, 0)",28
2820,55,30,60,1495.0,57.0,1552.0,706.0,"(150, 10, 0)",28
2821,56,29,61,1513.0,36.0,1549.0,703.0,"(150, 10, 0)",28
2822,56,28,61,1510.0,41.0,1551.0,705.0,"(150, 10, 0)",28
2823,55,29,60,1524.0,39.0,1563.0,717.0,"(150, 10, 0)",28
2824,53,28,60,1512.0,48.0,1560.0,714.0,"(150, 10, 0)",28
2825,55,28,63,1520.0,37.0,1557.0,711.0,"(150, 10, 0)",28
2826,54,27,63,1511.0,55.0,1566.0,720.0,"(150, 10, 0)",28
2827,56,26,62,1527.0,37.0,1564.0,718.0,"(150, 10, 0)",28
2828,0,0,150,0.0,821.0,821.0,0.0,"(150, 10, 50)",29
2829,11,0,127,814.0,24.0,838.0,17.0,"(150, 10, 50)",29
2830,13,0,128,812.0,44.0,856.0,35.0,"(150, 10, 50)",29
2831,20,0,122,845.0,29.0,874.0,53.0,"(150, 10, 50)",29
2832,23,0,117,876.0,35.0,911.0,90.0,"(150, 10, 50)",29
2833,23,0,116,866.0,65.0,931.0,110.0,"(150, 10, 50)",29
2834,23,1,113,875.0,50.0,925.0,104.0,"(150, 10, 50)",29
2835,26,1,114,867.0,61.0,928.0,107.0,"(150, 10, 50)",29
2836,29,3,109,917.0,19.0,936.0,115.0,"(150, 10, 50)",29
2837,30,2,107,898.0,44.0,942.0,121.0,"(150, 10, 50)",29
2838,32,2,108,912.0,59.0,971.0,150.0,"(150, 10, 50)",29
2839,32,2,109,951.0,24.0,975.0,154.0,"(150, 10, 50)",29
2840,30,3,109,950.0,46.0,996.0,175.0,"(150, 10, 50)",29
2841,30,4,109,945.0,50.0,995.0,174.0,"(150, 10, 50)",29
2842,32,3,110,934.0,34.0,968.0,147.0,"(150, 10, 50)",29
2843,31,5,107,949.0,46.0,995.0,174.0,"(150, 10, 50)",29
2844,38,5,102,978.0,42.0,1020.0,199.0,"(150, 10, 50)",29
2845,40,6,99,1010.0,25.0,1035.0,214.0,"(150, 10, 50)",29
2846,39,6,97,1009.0,45.0,1054.0,233.0,"(150, 10, 50)",29
2847,39,6,94,1026.0,55.0,1081.0,260.0,"(150, 10, 50)",29
2848,42,4,96,1038.0,32.0,1070.0,249.0,"(150, 10, 50)",29
2849,44,5,94,1040.0,46.0,1086.0,265.0,"(150, 10, 50)",29
2850,46,4,95,1045.0,41.0,1086.0,265.0,"(150, 10, 50)",29
2851,45,6,93,1058.0,37.0,1095.0,274.0,"(150, 10, 50)",29
2852,46,5,92,1057.0,53.0,1110.0,289.0,"(150, 10, 50)",29
2853,48,7,88,1073.0,45.0,1118.0,297.0,"(150, 10, 50)",29
2854,48,10,83,1075.0,45.0,1120.0,299.0,"(150, 10, 50)",29
2855,46,12,84,1089.0,44.0,1133.0,312.0,"(150, 10, 50)",29
2856,47,12,83,1108.0,40.0,1148.0,327.0,"(150, 10, 50)",29
2857,46,11,87,1100.0,47.0,1147.0,326.0,"(150, 10, 50)",29
2858,47,11,83,1123.0,36.0,1159.0,338.0,"(150, 10, 50)",29
2859,45,11,85,1137.0,35.0,1172.0,351.0,"(150, 10, 50)",29
2860,45,10,85,1148.0,13.0,1161.0,340.0,"(150, 10, 50)",29
2861,46,13,83,1135.0,46.0,1181.0,360.0,"(150, 10, 50)",29
2862,48,13,83,1160.0,41.0,1201.0,380.0,"(150, 10, 50)",29
2863,48,13,84,1169.0,51.0,1220.0,399.0,"(150, 10, 50)",29
2864,48,13,84,1166.0,48.0,1214.0,393.0,"(150, 10, 50)",29
2865,47,13,86,1151.0,60.0,1211.0,390.0,"(150, 10, 50)",29
2866,50,13,83,1165.0,40.0,1205.0,384.0,"(150, 10, 50)",29
2867,50,13,83,1172.0,33.0,1205.0,384.0,"(150, 10, 50)",29
2868,51,14,80,1180.0,28.0,1208.0,387.0,"(150, 10, 50)",29
2869,52,15,80,1184.0,40.0,1224.0,403.0,"(150, 10, 50)",29
2870,54,17,75,1198.0,57.0,1255.0,434.0,"(150, 10, 50)",29
2871,56,17,70,1208.0,56.0,1264.0,443.0,"(150, 10, 50)",29
2872,54,18,71,1227.0,35.0,1262.0,441.0,"(150, 10, 50)",29
2873,51,17,74,1234.0,27.0,1261.0,440.0,"(150, 10, 50)",29
2874,51,19,74,1231.0,44.0,1275.0,454.0,"(150, 10, 50)",29
2875,53,20,72,1248.0,37.0,1285.0,464.0,"(150, 10, 50)",29
2876,54,19,73,1272.0,31.0,1303.0,482.0,"(150, 10, 50)",29
2877,53,19,74,1287.0,42.0,1329.0,508.0,"(150, 10, 50)",29
2878,52,19,73,1289.0,45.0,1334.0,513.0,"(150, 10, 50)",29
2879,54,19,70,1284.0,44.0,1328.0,507.0,"(150, 10, 50)",29
2880,55,18,69,1289.0,49.0,1338.0,517.0,"(150, 10, 50)",29
2881,57,19,68,1298.0,56.0,1354.0,533.0,"(150, 10, 50)",29
2882,58,20,68,1302.0,65.0,1367.0,546.0,"(150, 10, 50)",29
2883,57,20,68,1342.0,44.0,1386.0,565.0,"(150, 10, 50)",29
2884,60,19,66,1366.0,11.0,1377.0,556.0,"(150, 10, 50)",29
2885,59,19,68,1359.0,31.0,1390.0,569.0,"(150, 10, 50)",29
2886,57,19,68,1350.0,58.0,1408.0,587.0,"(150, 10, 50)",29
2887,57,18,69,1386.0,30.0,1416.0,595.0,"(150, 10, 50)",29
2888,59,20,66,1398.0,25.0,1423.0,602.0,"(150, 10, 50)",29
2889,59,21,63,1408.0,55.0,1463.0,642.0,"(150, 10, 50)",29
2890,58,22,64,1414.0,31.0,1445.0,624.0,"(150, 10, 50)",29
2891,54,21,68,1415.0,54.0,1469.0,648.0,"(150, 10, 50)",29
2892,54,22,65,1447.0,31.0,1478.0,657.0,"(150, 10, 50)",29
2893,55,21,67,1438.0,44.0,1482.0,661.0,"(150, 10, 50)",29
2894,57,25,62,1435.0,67.0,1502.0,681.0,"(150, 10, 50)",29
2895,54,27,60,1456.0,51.0,1507.0,686.0,"(150, 10, 50)",29
2896,53,27,63,1471.0,36.0,1507.0,686.0,"(150, 10, 50)",29
2897,54,27,62,1475.0,52.0,1527.0,706.0,"(150, 10, 50)",29
2898,53,28,63,1477.0,40.0,1517.0,696.0,"(150, 10, 50)",29
2899,52,26,65,1481.0,39.0,1520.0,699.0,"(150, 10, 50)",29
2900,56,28,59,1482.0,45.0,1527.0,706.0,"(150, 10, 50)",29
2901,57,26,59,1496.0,38.0,1534.0,713.0,"(150, 10, 50)",29
2902,56,26,61,1488.0,63.0,1551.0,730.0,"(150, 10, 50)",29
2903,53,26,63,1498.0,44.5,1542.5,721.5,"(150, 10, 50)",29
2904,53,27,63,1498.0,58.0,1556.0,735.0,"(150, 10, 50)",29
2905,53,25,62,1511.0,43.0,1554.0,733.0,"(150, 10, 50)",29
2906,53,26,64,1517.0,32.5,1549.5,728.5,"(150, 10, 50)",29
2907,55,26,62,1529.0,35.0,1564.0,743.0,"(150, 10, 50)",29
2908,58,26,57,1534.0,25.0,1559.0,738.0,"(150, 10, 50)",29
2909,56,27,61,1519.0,28.0,1547.0,726.0,"(150, 10, 50)",29
2910,58,26,59,1540.0,21.0,1561.0,740.0,"(150, 10, 50)",29
2911,59,28,57,1543.0,29.0,1572.0,751.0,"(150, 10, 50)",29
2912,60,29,57,1541.0,25.5,1566.5,745.5,"(150, 10, 50)",29
2913,60,29,56,1529.0,54.5,1583.5,762.5,"(150, 10, 50)",29
2914,57,30,56,1549.0,41.5,1590.5,769.5,"(150, 10, 50)",29
2915,59,28,56,1570.0,7.0,1577.0,756.0,"(150, 10, 50)",29
2916,59,30,56,1560.0,42.5,1602.5,781.5,"(150, 10, 50)",29
2917,59,29,57,1557.0,32.5,1589.5,768.5,"(150, 10, 50)",29
2918,59,30,55,1578.0,2.5,1580.5,759.5,"(150, 10, 50)",29
2919,59,30,54,1562.0,39.0,1601.0,780.0,"(150, 10, 50)",29
2920,60,31,52,1571.0,26.0,1597.0,776.0,"(150, 10, 50)",29
2921,58,30,57,1540.0,23.5,1563.5,742.5,"(150, 10, 50)",29
2922,60,30,54,1547.0,31.0,1578.0,757.0,"(150, 10, 50)",29
2923,58,30,55,1552.0,31.0,1583.0,762.0,"(150, 10, 50)",29
2924,59,31,54,1528.0,65.5,1593.5,772.5,"(150, 10, 50)",29
2925,61,31,55,1567.0,11.5,1578.5,757.5,"(150, 10, 50)",29
2926,58,32,56,1557.0,40.0,1597.0,776.0,"(150, 10, 50)",29
2927,56,31,60,1562.0,27.0,1589.0,768.0,"(150, 10, 50)",29
2928,57,31,61,1565.0,28.5,1593.5,772.5,"(150, 10, 50)",29
2929,0,0,150,0.0,831.0,831.0,0.0,"(150, 10, 100)",30
2930,11,0,127,804.0,27.0,831.0,0.0,"(150, 10, 100)",30
2931,12,0,127,812.0,19.0,831.0,0.0,"(150, 10, 100)",30
2932,16,0,122,839.0,-8.0,831.0,0.0,"(150, 10, 100)",30
2933,20,0,118,831.0,0.0,831.0,0.0,"(150, 10, 100)",30
2934,24,0,116,838.0,-7.0,831.0,0.0,"(150, 10, 100)",30
2935,26,0,117,849.0,-18.0,831.0,0.0,"(150, 10, 100)",30
2936,25,0,116,828.0,3.0,831.0,0.0,"(150, 10, 100)",30
2937,27,0,115,850.0,-19.0,831.0,0.0,"(150, 10, 100)",30
2938,26,0,117,846.0,-15.0,831.0,0.0,"(150, 10, 100)",30
2939,28,0,114,842.0,-11.0,831.0,0.0,"(150, 10, 100)",30
2940,26,0,113,851.0,-20.0,831.0,0.0,"(150, 10, 100)",30
2941,28,0,115,826.0,5.0,831.0,0.0,"(150, 10, 100)",30
2942,27,0,115,838.0,-7.0,831.0,0.0,"(150, 10, 100)",30
2943,28,0,114,846.0,-15.0,831.0,0.0,"(150, 10, 100)",30
2944,27,0,114,853.0,-22.0,831.0,0.0,"(150, 10, 100)",30
2945,29,0,115,853.0,-22.0,831.0,0.0,"(150, 10, 100)",30
2946,29,0,114,851.0,-20.0,831.0,0.0,"(150, 10, 100)",30
2947,32,0,111,848.0,-17.0,831.0,0.0,"(150, 10, 100)",30
2948,31,0,110,855.0,-24.0,831.0,0.0,"(150, 10, 100)",30
2949,35,0,109,875.0,-44.0,831.0,0.0,"(150, 10, 100)",30
2950,34,0,110,884.0,-53.0,831.0,0.0,"(150, 10, 100)",30
2951,33,0,109,883.0,-52.0,831.0,0.0,"(150, 10, 100)",30
2952,34,0,111,857.0,-26.0,831.0,0.0,"(150, 10, 100)",30
2953,35,0,111,874.0,-43.0,831.0,0.0,"(150, 10, 100)",30
2954,33,0,111,863.0,-32.0,831.0,0.0,"(150, 10, 100)",30
2955,34,0,111,877.0,-46.0,831.0,0.0,"(150, 10, 100)",30
2956,36,0,110,874.0,-43.0,831.0,0.0,"(150, 10, 100)",30
2957,35,0,111,869.0,-38.0,831.0,0.0,"(150, 10, 100)",30
2958,35,0,113,872.0,-41.0,831.0,0.0,"(150, 10, 100)",30
2959,32,0,115,846.0,-15.0,831.0,0.0,"(150, 10, 100)",30
2960,36,0,108,895.0,-64.0,831.0,0.0,"(150, 10, 100)",30
2961,37,0,110,893.0,-62.0,831.0,0.0,"(150, 10, 100)",30
2962,35,0,114,879.0,-48.0,831.0,0.0,"(150, 10, 100)",30
2963,36,0,112,901.0,-70.0,831.0,0.0,"(150, 10, 100)",30
2964,32,0,117,871.0,-40.0,831.0,0.0,"(150, 10, 100)",30
2965,34,0,116,882.0,-51.0,831.0,0.0,"(150, 10, 100)",30
2966,34,0,115,888.0,-57.0,831.0,0.0,"(150, 10, 100)",30
2967,33,0,114,893.0,-62.0,831.0,0.0,"(150, 10, 100)",30
2968,35,0,113,887.0,-56.0,831.0,0.0,"(150, 10, 100)",30
2969,33,0,114,881.0,-50.0,831.0,0.0,"(150, 10, 100)",30
2970,31,0,116,894.0,-63.0,831.0,0.0,"(150, 10, 100)",30
2971,36,0,111,888.0,-57.0,831.0,0.0,"(150, 10, 100)",30
2972,35,0,112,871.0,-40.0,831.0,0.0,"(150, 10, 100)",30
2973,35,0,112,881.0,-50.0,831.0,0.0,"(150, 10, 100)",30
2974,36,0,111,880.0,-49.0,831.0,0.0,"(150, 10, 100)",30
2975,34,0,113,879.0,-48.0,831.0,0.0,"(150, 10, 100)",30
2976,35,0,113,894.0,-63.0,831.0,0.0,"(150, 10, 100)",30
2977,35,0,113,883.0,-52.0,831.0,0.0,"(150, 10, 100)",30
2978,34,0,112,888.0,-57.0,831.0,0.0,"(150, 10, 100)",30
2979,34,0,114,879.0,-48.0,831.0,0.0,"(150, 10, 100)",30
2980,37,0,112,886.0,-55.0,831.0,0.0,"(150, 10, 100)",30
2981,37,0,112,899.0,-68.0,831.0,0.0,"(150, 10, 100)",30
2982,34,0,114,892.0,-61.0,831.0,0.0,"(150, 10, 100)",30
2983,35,0,113,902.0,-71.0,831.0,0.0,"(150, 10, 100)",30
2984,33,0,113,888.0,-57.0,831.0,0.0,"(150, 10, 100)",30
2985,31,0,114,894.0,-63.0,831.0,0.0,"(150, 10, 100)",30
2986,30,0,114,879.0,-48.0,831.0,0.0,"(150, 10, 100)",30
2987,31,0,115,879.0,-48.0,831.0,0.0,"(150, 10, 100)",30
2988,31,0,113,878.0,-47.0,831.0,0.0,"(150, 10, 100)",30
2989,34,0,110,881.0,-50.0,831.0,0.0,"(150, 10, 100)",30
2990,31,0,112,878.0,-47.0,831.0,0.0,"(150, 10, 100)",30
2991,33,0,111,873.0,-42.0,831.0,0.0,"(150, 10, 100)",30
2992,34,0,110,886.0,-55.0,831.0,0.0,"(150, 10, 100)",30
2993,35,0,110,895.0,-64.0,831.0,0.0,"(150, 10, 100)",30
2994,36,0,109,890.0,-59.0,831.0,0.0,"(150, 10, 100)",30
2995,37,0,111,889.0,-58.0,831.0,0.0,"(150, 10, 100)",30
2996,37,0,109,899.0,-68.0,831.0,0.0,"(150, 10, 100)",30
2997,34,0,110,894.0,-63.0,831.0,0.0,"(150, 10, 100)",30
2998,33,0,110,882.0,-51.0,831.0,0.0,"(150, 10, 100)",30
2999,34,0,110,878.0,-47.0,831.0,0.0,"(150, 10, 100)",30
3000,33,0,110,874.0,-43.0,831.0,0.0,"(150, 10, 100)",30
3001,34,0,111,878.0,-47.0,831.0,0.0,"(150, 10, 100)",30
3002,34,0,111,885.0,-54.0,831.0,0.0,"(150, 10, 100)",30
3003,36,0,112,870.0,-39.0,831.0,0.0,"(150, 10, 100)",30
3004,34,0,112,878.0,-47.0,831.0,0.0,"(150, 10, 100)",30
3005,33,0,114,843.0,-12.0,831.0,0.0,"(150, 10, 100)",30
3006,32,0,114,872.0,-41.0,831.0,0.0,"(150, 10, 100)",30
3007,31,0,115,886.0,-55.0,831.0,0.0,"(150, 10, 100)",30
3008,30,0,116,858.0,-27.0,831.0,0.0,"(150, 10, 100)",30
3009,33,0,114,872.0,-41.0,831.0,0.0,"(150, 10, 100)",30
3010,32,0,114,882.0,-51.0,831.0,0.0,"(150, 10, 100)",30
3011,30,0,117,848.0,-17.0,831.0,0.0,"(150, 10, 100)",30
3012,34,0,112,879.0,-48.0,831.0,0.0,"(150, 10, 100)",30
3013,29,0,117,844.0,-13.0,831.0,0.0,"(150, 10, 100)",30
3014,32,0,115,887.0,-56.0,831.0,0.0,"(150, 10, 100)",30
3015,34,0,113,891.0,-60.0,831.0,0.0,"(150, 10, 100)",30
3016,32,0,114,896.0,-65.0,831.0,0.0,"(150, 10, 100)",30
3017,32,0,115,881.0,-50.0,831.0,0.0,"(150, 10, 100)",30
3018,33,0,113,886.0,-55.0,831.0,0.0,"(150, 10, 100)",30
3019,37,0,110,906.0,-75.0,831.0,0.0,"(150, 10, 100)",30
