,Rich,Poor,MiddleClass,Savings,Wallets,Money,Loans,ModelParams,Run
1063,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1064,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1065,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1066,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1067,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1068,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1069,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1070,5,0,19,309.0,2.0,311.0,14.0,"(25, 20, 50)",11
1071,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1072,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1073,5,0,19,311.0,0.0,311.0,14.0,"(25, 20, 50)",11
1074,5,0,19,309.0,5.0,314.0,17.0,"(25, 20, 50)",11
1075,5,0,18,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1076,5,0,18,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1077,5,0,19,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1078,5,0,19,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1079,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1080,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1081,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1082,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1083,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1084,4,0,20,309.0,5.0,314.0,17.0,"(25, 20, 50)",11
1085,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1086,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1087,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1088,4,0,20,315.0,0.0,315.0,18.0,"(25, 20, 50)",11
1089,4,0,20,315.0,0.0,315.0,18.0,"(25, 20, 50)",11
1090,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1091,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1092,4,0,20,309.0,5.0,314.0,17.0,"(25, 20, 50)",11
1093,3,0,21,312.0,2.0,314.0,17.0,"(25, 20, 50)",11
1094,3,0,21,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1095,3,0,21,309.0,5.0,314.0,17.0,"(25, 20, 50)",11
1096,3,0,21,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1097,3,0,21,307.0,7.0,314.0,17.0,"(25, 20, 50)",11
1098,3,0,21,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1099,3,0,21,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1100,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1101,4,0,20,312.0,2.0,314.0,17.0,"(25, 20, 50)",11
1102,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1103,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1104,4,0,20,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1105,4,0,20,309.0,5.0,314.0,17.0,"(25, 20, 50)",11
1106,5,0,19,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1107,5,0,19,314.0,0.0,314.0,17.0,"(25, 20, 50)",11
1108,5,0,19,309.0,5.0,314.0,17.0,"(25, 20, 50)",11
1109,5,0,19,312.0,2.0,314.0,17.0,"(25, 20, 50)",11
1110,5,0,19,312.0,2.0,314.0,17.0,"(25, 20, 50)",11
1111,0,0,25,0.0,285.0,285.0,0.0,"(25, 20, 100)",12
1112,1,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1113,1,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1114,1,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1115,1,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1116,1,0,21,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1117,2,0,21,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1118,2,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1119,2,0,21,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1120,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1121,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1122,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1123,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1124,2,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1125,2,0,21,278.0,7.0,285.0,0.0,"(25, 20, 100)",12
1126,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1127,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1128,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1129,2,0,21,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1130,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1131,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1132,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1133,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1134,2,0,21,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1135,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1136,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1137,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1138,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1139,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1140,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1141,2,0,21,284.0,1.0,285.0,0.0,"(25, 20, 100)",12
1142,2,0,21,289.0,-4.0,285.0,0.0,"(25, 20, 100)",12
1143,2,0,21,289.0,-4.0,285.0,0.0,"(25, 20, 100)",12
1144,2,0,21,289.0,-4.0,285.0,0.0,"(25, 20, 100)",12
1145,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1146,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1147,2,0,21,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1148,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1149,2,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1150,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1151,2,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1152,2,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1153,2,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1154,2,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1155,3,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1156,3,0,21,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1157,3,0,21,286.0,-1.0,285.0,0.0,"(25, 20, 100)",12
1158,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1159,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1160,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1161,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1162,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1163,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1164,3,0,21,286.0,-1.0,285.0,0.0,"(25, 20, 100)",12
1165,3,0,21,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1166,4,0,20,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1167,4,0,20,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1168,4,0,20,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1169,4,0,20,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1170,4,0,20,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1171,4,0,20,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1172,4,0,20,281.0,4.0,285.0,0.0,"(25, 20, 100)",12
1173,3,0,20,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1174,3,0,20,288.0,-3.0,285.0,0.0,"(25, 20, 100)",12
1175,3,0,20,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1176,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1177,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1178,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1179,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1180,3,0,20,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1181,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1182,3,0,20,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1183,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1184,3,0,20,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1185,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1186,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1187,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1188,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1189,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1190,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1191,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1192,3,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1193,3,0,21,278.0,7.0,285.0,0.0,"(25, 20, 100)",12
1194,3,0,21,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1195,4,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1196,4,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1197,4,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1198,4,0,20,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1199,5,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1200,5,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1201,5,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1202,4,0,19,281.0,4.0,285.0,0.0,"(25, 20, 100)",12
1203,4,0,19,283.0,2.0,285.0,0.0,"(25, 20, 100)",12
1204,4,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1205,4,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1206,4,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1207,4,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1208,4,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1209,4,0,19,285.0,0.0,285.0,0.0,"(25, 20, 100)",12
1210,4,0,19,280.0,5.0,285.0,0.0,"(25, 20, 100)",12
1211,5,0,19,281.0,4.0,285.0,0.0,"(25, 20, 100)",12
1212,0,0,100,0.0,346.0,346.0,0.0,"(100, 5, 0)",13
1213,22,0,69,354.0,4.0,358.0,12.0,"(100, 5, 0)",13
1214,26,0,67,352.0,20.0,372.0,26.0,"(100, 5, 0)",13
1215,26,0,65,366.0,11.0,377.0,31.0,"(100, 5, 0)",13
1216,27,0,64,358.0,39.0,397.0,51.0,"(100, 5, 0)",13
1217,37,0,55,412.0,4.0,416.0,70.0,"(100, 5, 0)",13
1218,36,0,56,406.0,30.0,436.0,90.0,"(100, 5, 0)",13
1219,37,1,56,419.0,22.0,441.0,95.0,"(100, 5, 0)",13
1220,40,2,54,432.0,22.0,454.0,108.0,"(100, 5, 0)",13
1221,40,2,56,428.0,31.0,459.0,113.0,"(100, 5, 0)",13
1222,41,2,54,449.0,13.0,462.0,116.0,"(100, 5, 0)",13
1223,39,2,56,437.0,26.0,463.0,117.0,"(100, 5, 0)",13
1224,40,3,54,453.0,21.0,474.0,128.0,"(100, 5, 0)",13
1225,41,4,52,463.0,16.0,479.0,133.0,"(100, 5, 0)",13
1226,41,4,51,470.0,29.0,499.0,153.0,"(100, 5, 0)",13
1227,43,4,49,491.0,14.0,505.0,159.0,"(100, 5, 0)",13
1228,39,3,55,480.0,24.0,504.0,158.0,"(100, 5, 0)",13
1229,38,3,54,492.0,15.0,507.0,161.0,"(100, 5, 0)",13
1230,38,5,52,511.0,7.0,518.0,172.0,"(100, 5, 0)",13
1231,37,5,53,495.0,26.0,521.0,175.0,"(100, 5, 0)",13
1232,39,6,50,518.0,7.0,525.0,179.0,"(100, 5, 0)",13
1233,40,7,50,511.0,28.0,539.0,193.0,"(100, 5, 0)",13
1234,40,7,50,525.0,20.0,545.0,199.0,"(100, 5, 0)",13
1235,42,8,46,542.0,19.0,561.0,215.0,"(100, 5, 0)",13
1236,43,8,46,544.0,12.0,556.0,210.0,"(100, 5, 0)",13
1237,45,8,44,561.0,9.0,570.0,224.0,"(100, 5, 0)",13
1238,43,10,43,553.0,26.0,579.0,233.0,"(100, 5, 0)",13
1239,43,9,44,564.0,24.0,588.0,242.0,"(100, 5, 0)",13
1240,43,9,44,580.0,17.0,597.0,251.0,"(100, 5, 0)",13
1241,43,8,46,572.0,18.0,590.0,244.0,"(100, 5, 0)",13
1242,45,8,45,586.0,17.0,603.0,257.0,"(100, 5, 0)",13
1243,42,8,48,585.0,21.0,606.0,260.0,"(100, 5, 0)",13
1244,42,9,47,594.0,17.0,611.0,265.0,"(100, 5, 0)",13
1245,44,11,41,618.0,15.0,633.0,287.0,"(100, 5, 0)",13
1246,44,12,40,628.0,14.0,642.0,296.0,"(100, 5, 0)",13
1247,45,11,39,613.0,36.0,649.0,303.0,"(100, 5, 0)",13
1248,44,10,38,632.0,18.0,650.0,304.0,"(100, 5, 0)",13
1249,43,9,41,617.0,23.0,640.0,294.0,"(100, 5, 0)",13
1250,42,10,42,615.0,33.0,648.0,302.0,"(100, 5, 0)",13
1251,43,8,45,609.0,34.0,643.0,297.0,"(100, 5, 0)",13
1252,44,9,45,641.0,22.0,663.0,317.0,"(100, 5, 0)",13
1253,43,10,44,636.0,15.0,651.0,305.0,"(100, 5, 0)",13
1254,43,10,44,640.0,6.0,646.0,300.0,"(100, 5, 0)",13
1255,43,9,46,643.0,11.0,654.0,308.0,"(100, 5, 0)",13
1256,43,10,46,646.0,12.0,658.0,312.0,"(100, 5, 0)",13
1257,43,10,47,642.0,17.0,659.0,313.0,"(100, 5, 0)",13
1258,43,11,46,643.0,26.0,669.0,323.0,"(100, 5, 0)",13
1259,43,11,43,646.0,25.0,671.0,325.0,"(100, 5, 0)",13
1260,44,11,43,649.0,17.0,666.0,320.0,"(100, 5, 0)",13
1261,43,11,44,655.0,17.0,672.0,326.0,"(100, 5, 0)",13
1262,42,11,43,657.0,14.0,671.0,325.0,"(100, 5, 0)",13
1263,43,13,40,665.0,20.0,685.0,339.0,"(100, 5, 0)",13
1264,43,11,42,663.0,21.0,684.0,338.0,"(100, 5, 0)",13
1265,43,13,39,671.0,14.0,685.0,339.0,"(100, 5, 0)",13
1266,44,12,39,682.0,0.0,682.0,336.0,"(100, 5, 0)",13
1267,44,12,39,669.0,9.0,678.0,332.0,"(100, 5, 0)",13
1268,44,13,39,673.0,20.0,693.0,347.0,"(100, 5, 0)",13
1269,43,11,43,669.0,18.0,687.0,341.0,"(100, 5, 0)",13
1270,42,12,43,679.0,19.0,698.0,352.0,"(100, 5, 0)",13
1271,42,13,39,698.0,12.0,710.0,364.0,"(100, 5, 0)",13
1272,43,13,38,700.0,15.0,715.0,369.0,"(100, 5, 0)",13
1273,44,16,37,705.0,31.0,736.0,390.0,"(100, 5, 0)",13
1274,45,16,35,717.0,16.0,733.0,387.0,"(100, 5, 0)",13
1275,44,16,36,718.0,16.0,734.0,388.0,"(100, 5, 0)",13
1276,45,16,35,713.0,19.0,732.0,386.0,"(100, 5, 0)",13
1277,42,16,40,702.0,41.0,743.0,397.0,"(100, 5, 0)",13
1278,42,14,42,708.0,32.0,740.0,394.0,"(100, 5, 0)",13
1279,43,13,39,716.0,15.0,731.0,385.0,"(100, 5, 0)",13
1280,44,13,40,735.0,12.0,747.0,401.0,"(100, 5, 0)",13
1281,44,14,38,733.0,28.0,761.0,415.0,"(100, 5, 0)",13
1282,44,16,35,756.0,19.0,775.0,429.0,"(100, 5, 0)",13
1283,44,19,34,767.0,18.0,785.0,439.0,"(100, 5, 0)",13
1284,44,19,34,761.0,23.0,784.0,438.0,"(100, 5, 0)",13
1285,41,18,36,747.0,26.0,773.0,427.0,"(100, 5, 0)",13
1286,41,17,34,740.0,27.0,767.0,421.0,"(100, 5, 0)",13
1287,43,17,35,735.0,33.0,768.0,422.0,"(100, 5, 0)",13
1288,46,17,32,767.0,7.0,774.0,428.0,"(100, 5, 0)",13
1289,46,18,31,775.0,12.0,787.0,441.0,"(100, 5, 0)",13
1290,48,18,30,775.0,14.0,789.0,443.0,"(100, 5, 0)",13
1291,48,19,26,790.0,17.0,807.0,461.0,"(100, 5, 0)",13
1292,46,18,30,782.0,17.0,799.0,453.0,"(100, 5, 0)",13
1293,45,19,30,776.0,21.0,797.0,451.0,"(100, 5, 0)",13
1294,45,19,31,780.0,4.0,784.0,438.0,"(100, 5, 0)",13
1295,46,20,29,784.0,14.0,798.0,452.0,"(100, 5, 0)",13
1296,49,20,27,800.0,16.0,816.0,470.0,"(100, 5, 0)",13
1297,47,19,28,810.0,9.0,819.0,473.0,"(100, 5, 0)",13
1298,45,19,29,799.0,26.0,825.0,479.0,"(100, 5, 0)",13
1299,45,19,29,804.0,28.0,832.0,486.0,"(100, 5, 0)",13
1300,43,16,35,809.0,19.0,828.0,482.0,"(100, 5, 0)",13
1301,43,15,36,794.0,30.0,824.0,478.0,"(100, 5, 0)",13
1302,42,15,36,802.0,16.0,818.0,472.0,"(100, 5, 0)",13
1303,40,17,37,807.0,13.0,820.0,474.0,"(100, 5, 0)",13
1304,40,18,38,816.0,8.0,824.0,478.0,"(100, 5, 0)",13
1305,39,18,38,819.0,23.0,842.0,496.0,"(100, 5, 0)",13
1306,39,18,40,815.0,21.0,836.0,490.0,"(100, 5, 0)",13
1307,42,17,38,799.0,39.0,838.0,492.0,"(100, 5, 0)",13
1308,43,17,36,816.0,18.0,834.0,488.0,"(100, 5, 0)",13
1309,44,17,36,816.0,19.0,835.0,489.0,"(100, 5, 0)",13
1310,44,16,36,819.0,24.0,843.0,497.0,"(100, 5, 0)",13
1311,44,15,37,838.0,9.0,847.0,501.0,"(100, 5, 0)",13
1312,43,17,37,835.0,20.0,855.0,509.0,"(100, 5, 0)",13
1313,0,0,100,0.0,364.0,364.0,0.0,"(100, 5, 50)",14
1314,25,0,61,361.0,16.0,377.0,13.0,"(100, 5, 50)",14
1315,30,0,60,369.0,12.0,381.0,17.0,"(100, 5, 50)",14
1316,33,0,60,377.0,8.0,385.0,21.0,"(100, 5, 50)",14
1317,32,0,60,380.0,17.0,397.0,33.0,"(100, 5, 50)",14
1318,33,0,59,394.0,21.0,415.0,51.0,"(100, 5, 50)",14
1319,34,0,60,401.0,17.0,418.0,54.0,"(100, 5, 50)",14
1320,35,1,58,412.0,29.0,441.0,77.0,"(100, 5, 50)",14
1321,38,1,54,435.0,4.0,439.0,75.0,"(100, 5, 50)",14
1322,35,2,55,421.0,23.0,444.0,80.0,"(100, 5, 50)",14
1323,38,1,54,441.0,24.0,465.0,101.0,"(100, 5, 50)",14
1324,39,1,55,453.0,13.0,466.0,102.0,"(100, 5, 50)",14
1325,39,1,55,456.0,10.0,466.0,102.0,"(100, 5, 50)",14
1326,39,1,56,456.0,16.0,472.0,108.0,"(100, 5, 50)",14
1327,40,1,53,462.0,11.0,473.0,109.0,"(100, 5, 50)",14
1328,40,1,53,462.0,9.0,471.0,107.0,"(100, 5, 50)",14
1329,40,1,53,466.0,6.0,472.0,108.0,"(100, 5, 50)",14
1330,40,2,55,452.0,29.0,481.0,117.0,"(100, 5, 50)",14
1331,40,3,53,478.0,12.0,490.0,126.0,"(100, 5, 50)",14
1332,39,3,53,485.0,9.0,494.0,130.0,"(100, 5, 50)",14
1333,38,3,54,499.0,11.0,510.0,146.0,"(100, 5, 50)",14
1334,37,3,57,490.0,20.0,510.0,146.0,"(100, 5, 50)",14
1335,40,4,54,498.0,28.0,526.0,162.0,"(100, 5, 50)",14
1336,41,4,52,517.0,25.0,542.0,178.0,"(100, 5, 50)",14
1337,42,5,50,522.0,14.0,536.0,172.0,"(100, 5, 50)",14
1338,41,5,50,534.0,4.0,538.0,174.0,"(100, 5, 50)",14
1339,42,6,48,525.0,23.0,548.0,184.0,"(100, 5, 50)",14
1340,40,5,51,534.0,14.0,548.0,184.0,"(100, 5, 50)",14
1341,40,5,51,539.0,17.0,556.0,192.0,"(100, 5, 50)",14
1342,37,5,53,528.0,35.0,563.0,199.0,"(100, 5, 50)",14
1343,39,5,51,535.0,32.0,567.0,203.0,"(100, 5, 50)",14
1344,37,4,53,538.0,19.0,557.0,193.0,"(100, 5, 50)",14
1345,38,6,51,551.0,15.0,566.0,202.0,"(100, 5, 50)",14
1346,40,6,48,565.0,14.0,579.0,215.0,"(100, 5, 50)",14
1347,39,6,49,564.0,23.0,587.0,223.0,"(100, 5, 50)",14
1348,38,7,49,577.0,32.0,609.0,245.0,"(100, 5, 50)",14
1349,38,6,51,586.0,31.0,617.0,253.0,"(100, 5, 50)",14
1350,41,7,46,616.0,7.0,623.0,259.0,"(100, 5, 50)",14
1351,38,10,45,612.0,28.0,640.0,276.0,"(100, 5, 50)",14
1352,38,10,46,627.0,4.0,631.0,267.0,"(100, 5, 50)",14
1353,38,11,46,625.0,21.0,646.0,282.0,"(100, 5, 50)",14
1354,39,11,45,640.0,15.0,655.0,291.0,"(100, 5, 50)",14
1355,40,9,46,642.0,14.0,656.0,292.0,"(100, 5, 50)",14
1356,38,9,47,639.0,19.0,658.0,294.0,"(100, 5, 50)",14
1357,41,8,46,653.0,11.0,664.0,300.0,"(100, 5, 50)",14
1358,44,9,43,659.0,8.0,667.0,303.0,"(100, 5, 50)",14
1359,43,11,42,653.0,29.0,682.0,318.0,"(100, 5, 50)",14
1360,43,11,42,668.0,8.0,676.0,312.0,"(100, 5, 50)",14
1361,43,11,43,670.0,15.0,685.0,321.0,"(100, 5, 50)",14
1362,44,10,43,667.0,21.0,688.0,324.0,"(100, 5, 50)",14
1363,46,11,40,687.0,6.0,693.0,329.0,"(100, 5, 50)",14
1364,45,12,40,686.0,11.0,697.0,333.0,"(100, 5, 50)",14
1365,44,14,38,675.0,27.0,702.0,338.0,"(100, 5, 50)",14
1366,44,14,41,680.0,6.5,686.5,322.5,"(100, 5, 50)",14
1367,44,15,39,680.0,20.0,700.0,336.0,"(100, 5, 50)",14
1368,44,15,38,701.0,11.0,712.0,348.0,"(100, 5, 50)",14
1369,44,16,36,700.0,11.5,711.5,347.5,"(100, 5, 50)",14
1370,45,15,35,708.0,2.0,710.0,346.0,"(100, 5, 50)",14
1371,44,15,36,700.0,14.0,714.0,350.0,"(100, 5, 50)",14
1372,44,15,37,704.0,2.0,706.0,342.0,"(100, 5, 50)",14
1373,43,15,38,690.0,19.0,709.0,345.0,"(100, 5, 50)",14
1374,47,16,32,722.0,-3.5,718.5,354.5,"(100, 5, 50)",14
1375,46,16,34,700.0,15.0,715.0,351.0,"(100, 5, 50)",14
1376,45,14,38,698.0,-5.5,692.5,328.5,"(100, 5, 50)",14
1377,43,13,41,698.0,15.0,713.0,349.0,"(100, 5, 50)",14
1378,46,13,38,707.0,8.0,715.0,351.0,"(100, 5, 50)",14
1379,47,13,36,706.0,11.0,717.0,353.0,"(100, 5, 50)",14
1380,46,13,36,708.0,10.0,718.0,354.0,"(100, 5, 50)",14
1381,48,13,35,731.0,-3.0,728.0,364.0,"(100, 5, 50)",14
1382,48,14,35,726.0,-3.0,723.0,359.0,"(100, 5, 50)",14
1383,46,15,36,720.0,0.0,720.0,356.0,"(100, 5, 50)",14
1384,47,14,35,708.0,10.0,718.0,354.0,"(100, 5, 50)",14
1385,48,14,34,721.0,4.5,725.5,361.5,"(100, 5, 50)",14
1386,47,14,35,717.0,-5.0,712.0,348.0,"(100, 5, 50)",14
1387,43,14,36,702.0,15.5,717.5,353.5,"(100, 5, 50)",14
1388,43,14,36,709.0,4.5,713.5,349.5,"(100, 5, 50)",14
1389,42,14,37,704.0,5.5,709.5,345.5,"(100, 5, 50)",14
1390,41,14,38,712.0,4.0,716.0,352.0,"(100, 5, 50)",14
1391,40,14,40,711.0,8.0,719.0,355.0,"(100, 5, 50)",14
1392,41,13,44,713.0,-1.0,712.0,348.0,"(100, 5, 50)",14
1393,42,13,44,727.0,-5.5,721.5,357.5,"(100, 5, 50)",14
1394,43,13,41,735.0,-6.0,729.0,365.0,"(100, 5, 50)",14
1395,41,13,43,726.0,1.0,727.0,363.0,"(100, 5, 50)",14
1396,40,13,45,721.0,0.0,721.0,357.0,"(100, 5, 50)",14
1397,40,12,43,729.0,-6.5,722.5,358.5,"(100, 5, 50)",14
1398,40,12,45,725.0,1.5,726.5,362.5,"(100, 5, 50)",14
1399,41,12,44,736.0,-4.0,732.0,368.0,"(100, 5, 50)",14
1400,41,12,43,733.0,-2.5,730.5,366.5,"(100, 5, 50)",14
1401,42,12,42,737.0,-8.0,729.0,365.0,"(100, 5, 50)",14
1402,40,13,43,731.0,1.0,732.0,368.0,"(100, 5, 50)",14
1403,40,13,43,733.0,-11.0,722.0,358.0,"(100, 5, 50)",14
1404,37,13,46,715.0,6.5,721.5,357.5,"(100, 5, 50)",14
1405,37,12,47,711.0,4.0,715.0,351.0,"(100, 5, 50)",14
1406,38,12,47,707.0,0.5,707.5,343.5,"(100, 5, 50)",14
1407,37,12,49,703.0,14.0,717.0,353.0,"(100, 5, 50)",14
1408,37,12,49,707.0,2.0,709.0,345.0,"(100, 5, 50)",14
1409,37,12,47,698.0,15.0,713.0,349.0,"(100, 5, 50)",14
1410,39,11,45,705.0,9.0,714.0,350.0,"(100, 5, 50)",14
1411,41,11,45,713.0,8.0,721.0,357.0,"(100, 5, 50)",14
1412,42,11,44,716.0,2.0,718.0,354.0,"(100, 5, 50)",14
1413,42,11,44,706.0,12.0,718.0,354.0,"(100, 5, 50)",14
1414,0,0,100,0.0,370.0,370.0,0.0,"(100, 5, 100)",15
1415,19,0,65,353.0,17.0,370.0,0.0,"(100, 5, 100)",15
1416,19,0,66,348.0,22.0,370.0,0.0,"(100, 5, 100)",15
1417,27,0,62,383.0,-13.0,370.0,0.0,"(100, 5, 100)",15
1418,27,0,62,373.0,-3.0,370.0,0.0,"(100, 5, 100)",15
1419,26,0,63,366.0,4.0,370.0,0.0,"(100, 5, 100)",15
1420,27,0,63,381.0,-11.0,370.0,0.0,"(100, 5, 100)",15
1421,24,0,65,373.0,-3.0,370.0,0.0,"(100, 5, 100)",15
1422,26,0,63,375.0,-5.0,370.0,0.0,"(100, 5, 100)",15
1423,30,0,61,387.0,-17.0,370.0,0.0,"(100, 5, 100)",15
1424,29,0,62,399.0,-29.0,370.0,0.0,"(100, 5, 100)",15
1425,30,0,61,406.0,-36.0,370.0,0.0,"(100, 5, 100)",15
1426,27,0,63,401.0,-31.0,370.0,0.0,"(100, 5, 100)",15
1427,25,0,61,400.0,-30.0,370.0,0.0,"(100, 5, 100)",15
1428,25,0,63,388.0,-18.0,370.0,0.0,"(100, 5, 100)",15
